,anon,chauffeur_vl,PSE1,PSE2,chauf_vpsp,maraud,psc1,log,chef_maraud,fle,perm_soc,ci,nouv_bene,Date,Value,day_name,dispo
0,59,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
1,53,True,True,True,True,True,True,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
2,101,True,False,True,False,False,False,False,True,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
3,69,True,True,True,False,True,False,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
4,96,False,False,False,False,False,True,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
5,10,True,False,False,False,False,False,False,False,False,False,True,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
6,6,False,False,False,False,False,False,False,False,False,False,False,True,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
7,51,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
8,103,False,False,False,False,True,True,True,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
9,94,True,False,False,False,True,False,False,False,False,True,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
10,35,False,True,False,False,True,True,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
11,118,False,False,False,False,True,False,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
12,33,True,False,True,False,True,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
13,12,False,True,False,False,True,True,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
14,8,False,False,False,False,True,True,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
15,116,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
16,28,True,True,False,False,True,False,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
17,16,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
18,65,False,False,False,False,False,False,False,True,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
19,13,False,False,False,False,False,True,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
20,68,True,False,False,False,True,True,False,True,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
21,3,False,False,False,False,True,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
22,110,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
23,112,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
24,107,False,False,False,False,False,True,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
25,44,True,True,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
26,75,False,False,False,False,True,True,False,False,False,False,False,True,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
27,63,False,False,False,False,False,False,False,False,False,False,False,True,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
28,71,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
29,58,False,False,False,False,False,True,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
30,54,True,False,False,False,False,True,True,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
31,87,False,False,False,False,True,True,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
32,111,True,False,False,False,True,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
33,7,False,False,False,False,True,True,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
34,11,False,False,False,False,False,True,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
35,42,False,False,False,False,False,False,False,False,True,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
36,46,True,True,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
37,36,False,True,False,False,False,True,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
38,37,False,True,False,False,True,True,True,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
39,9,False,False,False,False,False,False,False,True,False,False,True,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
40,77,True,True,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
41,76,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
42,45,False,False,True,False,False,False,False,True,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
43,4,True,False,False,False,True,False,False,True,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
44,79,False,False,True,False,True,False,False,True,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
45,82,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
46,84,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
47,95,True,False,True,False,False,False,False,True,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
48,39,False,False,False,False,False,False,False,False,False,False,True,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
49,88,False,False,False,False,False,False,False,False,True,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
50,74,False,False,True,False,True,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
51,73,True,False,True,False,False,False,False,True,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
52,1,True,True,True,False,False,True,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
53,5,True,False,False,False,True,True,False,True,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
54,90,True,False,False,True,False,False,False,True,False,False,True,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
55,57,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
56,89,True,False,False,False,True,True,False,True,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
57,56,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
58,26,False,False,False,False,False,True,False,False,False,False,False,True,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
59,83,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
60,92,False,True,True,False,True,True,False,True,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
61,61,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
62,32,True,True,False,False,True,False,False,True,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
63,2,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
64,0,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
65,19,False,False,False,False,True,True,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
66,22,False,False,True,False,False,False,False,False,False,False,True,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
67,62,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
68,14,True,True,True,False,False,True,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
69,50,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
70,99,False,False,False,False,False,True,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
71,21,True,True,True,False,False,True,False,False,False,False,True,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
72,72,False,False,False,False,False,True,True,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
73,91,False,False,False,False,True,True,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
74,117,True,False,True,False,True,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
75,52,True,False,False,False,True,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
76,93,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
77,86,False,True,True,False,False,True,False,False,False,False,True,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
78,43,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
79,80,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
80,29,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
81,104,False,False,False,False,True,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
82,105,False,True,False,False,True,False,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
83,47,True,False,False,False,True,True,False,True,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
84,60,False,False,True,False,False,False,False,False,False,False,True,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
85,97,False,False,False,False,False,False,False,False,True,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
86,17,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
87,27,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
88,15,False,True,True,False,False,True,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
89,70,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
90,31,True,True,True,True,False,True,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
91,67,False,False,False,False,True,True,False,True,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
92,66,False,True,True,False,False,True,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
93,49,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
94,38,False,False,False,False,True,True,False,False,False,True,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
95,41,False,False,False,False,True,True,False,False,False,True,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
96,78,True,False,False,True,False,False,False,False,False,False,True,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
97,81,True,False,True,False,False,False,False,True,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
98,34,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
99,106,True,False,False,False,True,True,False,True,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
100,102,False,False,False,False,False,True,False,False,True,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
101,64,False,False,False,False,False,False,False,False,False,False,False,True,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
102,24,False,False,False,False,True,True,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
103,40,False,False,False,False,True,False,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
104,18,False,True,False,False,True,True,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
105,48,False,False,False,False,True,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
106,100,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
107,30,False,False,False,False,True,True,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
108,109,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
109,55,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
110,20,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
111,85,False,False,False,False,True,True,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
112,23,True,True,True,False,False,True,False,False,False,False,False,False,Lundi-00-02h],OUI,Lundi,2020-03-23 00:00
113,25,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
114,114,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
115,113,False,False,False,False,True,True,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
116,108,False,False,False,False,False,False,False,False,False,False,False,True,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
117,115,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
118,98,True,False,False,False,True,True,False,False,False,False,False,False,Lundi-00-02h],NON,Lundi,2020-03-23 00:00
119,59,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
120,53,True,True,True,True,True,True,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
121,101,True,False,True,False,False,False,False,True,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
122,69,True,True,True,False,True,False,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
123,96,False,False,False,False,False,True,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
124,10,True,False,False,False,False,False,False,False,False,False,True,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
125,6,False,False,False,False,False,False,False,False,False,False,False,True,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
126,51,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
127,103,False,False,False,False,True,True,True,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
128,94,True,False,False,False,True,False,False,False,False,True,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
129,35,False,True,False,False,True,True,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
130,118,False,False,False,False,True,False,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
131,33,True,False,True,False,True,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
132,12,False,True,False,False,True,True,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
133,8,False,False,False,False,True,True,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
134,116,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
135,28,True,True,False,False,True,False,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
136,16,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
137,65,False,False,False,False,False,False,False,True,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
138,13,False,False,False,False,False,True,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
139,68,True,False,False,False,True,True,False,True,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
140,3,False,False,False,False,True,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
141,110,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
142,112,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
143,107,False,False,False,False,False,True,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
144,44,True,True,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
145,75,False,False,False,False,True,True,False,False,False,False,False,True,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
146,63,False,False,False,False,False,False,False,False,False,False,False,True,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
147,71,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
148,58,False,False,False,False,False,True,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
149,54,True,False,False,False,False,True,True,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
150,87,False,False,False,False,True,True,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
151,111,True,False,False,False,True,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
152,7,False,False,False,False,True,True,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
153,11,False,False,False,False,False,True,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
154,42,False,False,False,False,False,False,False,False,True,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
155,46,True,True,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
156,36,False,True,False,False,False,True,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
157,37,False,True,False,False,True,True,True,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
158,9,False,False,False,False,False,False,False,True,False,False,True,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
159,77,True,True,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
160,76,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
161,45,False,False,True,False,False,False,False,True,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
162,4,True,False,False,False,True,False,False,True,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
163,79,False,False,True,False,True,False,False,True,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
164,82,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
165,84,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
166,95,True,False,True,False,False,False,False,True,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
167,39,False,False,False,False,False,False,False,False,False,False,True,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
168,88,False,False,False,False,False,False,False,False,True,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
169,74,False,False,True,False,True,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
170,73,True,False,True,False,False,False,False,True,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
171,1,True,True,True,False,False,True,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
172,5,True,False,False,False,True,True,False,True,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
173,90,True,False,False,True,False,False,False,True,False,False,True,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
174,57,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
175,89,True,False,False,False,True,True,False,True,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
176,56,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
177,26,False,False,False,False,False,True,False,False,False,False,False,True,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
178,83,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
179,92,False,True,True,False,True,True,False,True,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
180,61,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
181,32,True,True,False,False,True,False,False,True,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
182,2,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
183,0,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
184,19,False,False,False,False,True,True,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
185,22,False,False,True,False,False,False,False,False,False,False,True,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
186,62,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
187,14,True,True,True,False,False,True,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
188,50,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
189,99,False,False,False,False,False,True,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
190,21,True,True,True,False,False,True,False,False,False,False,True,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
191,72,False,False,False,False,False,True,True,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
192,91,False,False,False,False,True,True,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
193,117,True,False,True,False,True,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
194,52,True,False,False,False,True,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
195,93,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
196,86,False,True,True,False,False,True,False,False,False,False,True,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
197,43,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
198,80,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
199,29,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
200,104,False,False,False,False,True,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
201,105,False,True,False,False,True,False,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
202,47,True,False,False,False,True,True,False,True,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
203,60,False,False,True,False,False,False,False,False,False,False,True,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
204,97,False,False,False,False,False,False,False,False,True,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
205,17,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
206,27,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
207,15,False,True,True,False,False,True,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
208,70,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
209,31,True,True,True,True,False,True,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
210,67,False,False,False,False,True,True,False,True,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
211,66,False,True,True,False,False,True,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
212,49,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
213,38,False,False,False,False,True,True,False,False,False,True,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
214,41,False,False,False,False,True,True,False,False,False,True,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
215,78,True,False,False,True,False,False,False,False,False,False,True,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
216,81,True,False,True,False,False,False,False,True,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
217,34,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
218,106,True,False,False,False,True,True,False,True,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
219,102,False,False,False,False,False,True,False,False,True,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
220,64,False,False,False,False,False,False,False,False,False,False,False,True,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
221,24,False,False,False,False,True,True,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
222,40,False,False,False,False,True,False,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
223,18,False,True,False,False,True,True,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
224,48,False,False,False,False,True,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
225,100,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
226,30,False,False,False,False,True,True,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
227,109,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],OUI,Lundi,2020-03-23 02:00
228,55,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
229,20,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
230,85,False,False,False,False,True,True,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
231,23,True,True,True,False,False,True,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
232,25,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
233,114,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
234,113,False,False,False,False,True,True,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
235,108,False,False,False,False,False,False,False,False,False,False,False,True,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
236,115,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
237,98,True,False,False,False,True,True,False,False,False,False,False,False,Lundi-02-04h],NON,Lundi,2020-03-23 02:00
238,59,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-04-06h],NON,Lundi,2020-03-23 04:00
239,53,True,True,True,True,True,True,False,False,False,False,False,False,Lundi-04-06h],OUI,Lundi,2020-03-23 04:00
240,101,True,False,True,False,False,False,False,True,False,False,False,False,Lundi-04-06h],OUI,Lundi,2020-03-23 04:00
241,69,True,True,True,False,True,False,False,False,False,False,False,False,Lundi-04-06h],NON,Lundi,2020-03-23 04:00
