,anon,chauf_vl,pse1,pse2,chauf_vpsp,maraud,psc1,log,chef_maraud,fle,perm_soc,ci,nouv_bene,tsa,infirmier,Date,Value,day_name,dispo
552,4,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
553,234,False,False,False,False,False,True,False,True,False,False,False,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
554,121,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
555,16,False,False,False,False,True,False,False,True,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
556,101,False,False,False,False,True,True,False,True,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
557,339,True,True,False,False,False,False,False,True,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
558,46,False,False,False,False,True,True,False,True,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
559,108,False,False,False,False,False,True,False,False,True,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
560,221,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
561,196,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
562,327,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
563,58,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
564,300,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
565,41,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
566,42,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
567,178,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
568,353,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
569,69,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
570,270,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
571,337,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
572,84,False,False,False,False,False,True,False,False,True,True,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
573,191,False,False,False,False,False,True,False,False,False,False,False,True,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
574,146,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
575,148,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
576,250,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
577,226,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
578,114,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
579,160,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
580,63,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
581,260,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
582,223,False,True,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
583,155,False,False,True,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
584,100,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
585,173,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
586,36,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
587,75,True,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
588,198,False,False,False,False,False,True,False,False,False,False,False,True,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
589,251,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
590,117,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
591,350,True,False,False,False,False,True,False,False,False,True,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
592,17,True,True,False,False,False,True,False,False,False,False,True,False,True,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
593,255,False,False,False,False,True,True,False,False,False,False,False,True,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
594,68,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
595,91,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
596,292,True,False,True,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
597,17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
598,319,True,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
599,322,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
600,81,False,False,False,False,True,True,False,False,False,False,False,False,True,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
601,266,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
602,143,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
603,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
604,73,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
605,97,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
606,154,True,True,False,False,False,True,False,False,False,False,True,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
607,132,False,True,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
608,301,False,False,True,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
609,329,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
610,151,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
611,244,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
612,56,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
613,76,True,True,False,False,False,False,False,False,False,False,True,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
614,346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
615,20,False,True,False,True,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
616,256,True,False,True,False,True,False,False,False,False,False,False,False,True,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
617,312,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
618,326,True,False,False,False,False,False,False,False,False,False,True,False,True,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
619,302,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
620,105,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
621,126,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
622,145,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
623,315,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
624,241,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
625,263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
626,27,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
627,334,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
628,299,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
629,127,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
630,194,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
631,12,True,False,True,False,False,False,False,False,False,False,False,False,True,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
632,313,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
633,203,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
634,18,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
635,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
636,296,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
637,38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
638,103,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
639,53,False,True,False,True,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
640,341,False,False,False,True,False,False,False,True,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
641,35,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
642,228,False,True,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
643,190,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
644,22,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
645,300,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
646,308,False,False,False,False,True,True,False,True,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
647,23,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
648,354,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
649,125,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
650,278,False,True,False,False,True,True,False,True,False,False,True,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
651,104,False,False,False,False,True,True,False,False,False,False,False,True,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
652,195,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
653,285,True,False,True,False,False,False,False,True,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
654,217,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
655,107,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
656,365,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
657,34,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
658,261,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
659,156,True,True,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
660,248,False,False,False,False,False,True,False,False,False,False,False,False,False,True,Lundi-02-04h,OUI,Lundi,2020-03-23 02
661,227,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
662,118,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
663,6,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
664,187,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
665,96,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
666,53,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
667,176,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
668,297,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
669,290,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
670,45,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
671,236,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
672,363,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
673,242,True,True,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
674,153,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
675,353,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
676,31,True,False,True,False,False,False,False,False,False,False,False,False,True,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
677,1,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
678,316,False,True,False,False,False,False,False,False,False,False,True,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
679,211,False,False,True,False,True,False,False,True,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
680,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
681,65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
682,129,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
683,280,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
684,182,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
685,106,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
686,333,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
687,288,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
688,357,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
689,66,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
690,144,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
691,291,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
692,124,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
693,229,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
694,92,True,False,True,False,False,False,False,True,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
695,230,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
696,174,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
697,320,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
698,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
699,269,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
700,70,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
701,177,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
702,176,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
703,59,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
704,298,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
705,172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
706,245,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
707,282,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
708,123,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
709,139,True,False,False,False,True,True,False,True,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
710,325,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
711,351,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
712,311,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
713,360,True,False,False,False,True,True,False,True,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
714,185,False,False,False,False,True,True,False,False,True,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
715,138,False,True,False,False,True,False,False,True,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
716,281,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
717,219,True,True,False,False,True,True,False,False,False,False,True,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
718,39,False,False,False,False,False,True,False,False,False,True,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
719,184,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
720,85,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
721,197,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
722,137,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
723,57,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
724,348,True,False,False,False,False,True,False,True,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
725,61,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
726,340,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
727,149,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
728,49,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
729,157,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
730,252,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
731,133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
732,318,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
733,310,False,True,False,True,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
734,125,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
735,112,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
736,88,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
737,170,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
738,93,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
739,286,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
740,90,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
741,54,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
742,169,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,OUI,Lundi,2020-03-23 02
743,50,True,False,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
744,152,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
745,220,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
746,254,True,False,False,False,False,True,False,True,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
747,10,False,True,False,False,False,False,False,True,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
748,209,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
749,343,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
750,99,True,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
751,240,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Lundi-02-04h,NON,Lundi,2020-03-23 02
752,306,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
753,180,False,True,False,True,True,True,False,False,False,False,False,False,False,False,Lundi-04-06h,OUI,Lundi,2020-03-23 04
754,359,True,False,True,False,False,False,False,True,False,False,False,False,True,True,Lundi-04-06h,OUI,Lundi,2020-03-23 04
755,242,True,False,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
756,253,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
757,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Lundi-04-06h,OUI,Lundi,2020-03-23 04
758,287,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
759,247,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
760,94,False,False,False,False,True,True,True,False,False,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
761,279,True,False,False,False,True,False,False,False,False,True,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
762,72,False,True,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
763,257,False,False,False,False,True,False,False,False,False,False,False,False,True,False,Lundi-04-06h,OUI,Lundi,2020-03-23 04
764,237,True,False,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
765,267,False,True,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-04-06h,OUI,Lundi,2020-03-23 04
766,165,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
767,323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
768,116,True,True,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-04-06h,OUI,Lundi,2020-03-23 04
769,80,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
770,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
771,150,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
772,164,True,False,False,False,True,True,False,True,False,False,False,False,False,False,Lundi-04-06h,OUI,Lundi,2020-03-23 04
773,303,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
774,259,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
775,355,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
776,115,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-04-06h,OUI,Lundi,2020-03-23 04
777,235,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-04-06h,OUI,Lundi,2020-03-23 04
778,208,False,False,False,False,True,True,False,False,False,False,False,True,False,False,Lundi-04-06h,OUI,Lundi,2020-03-23 04
779,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
780,331,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
781,352,True,False,False,False,False,True,True,False,False,False,False,False,True,False,Lundi-04-06h,OUI,Lundi,2020-03-23 04
782,102,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
783,210,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
784,110,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-04-06h,OUI,Lundi,2020-03-23 04
785,168,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
786,249,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Lundi-04-06h,NON,Lundi,2020-03-23 04
