,anon,chauf_vl,pse1,pse2,chauf_vpsp,maraud,psc1,log,chef_maraud,fle,perm_soc,ci,nouv_bene,tsa,infirmier,Date,Value,day_name,dispo
0,306,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
1,180,False,True,False,True,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
2,359,True,False,True,False,False,False,False,True,False,False,False,False,True,True,Lundi-00-02h,OUI,Lundi,2020-03-23 00
3,242,True,False,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
4,253,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
5,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
6,287,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
7,247,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
8,94,False,False,False,False,True,True,True,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
9,279,True,False,False,False,True,False,False,False,False,True,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
10,72,False,True,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
11,257,False,False,False,False,True,False,False,False,False,False,False,False,True,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
12,237,True,False,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
13,267,False,True,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
14,165,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
15,323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
16,116,True,True,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
17,80,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
18,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
19,150,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
20,164,True,False,False,False,True,True,False,True,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
21,303,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
22,259,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
23,355,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
24,115,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
25,235,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
26,208,False,False,False,False,True,True,False,False,False,False,False,True,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
27,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
28,331,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
29,352,True,False,False,False,False,True,True,False,False,False,False,False,True,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
30,102,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
31,210,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
32,110,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
33,168,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
34,249,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
35,189,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
36,52,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
37,142,False,True,False,False,True,True,True,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
38,264,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
39,109,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
40,135,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
41,204,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
42,128,True,False,False,False,True,False,False,True,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
43,268,False,False,True,False,True,False,False,True,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
44,324,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
45,14,True,False,True,False,False,False,False,True,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
46,188,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
47,295,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
48,43,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
49,30,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
50,159,True,False,False,False,True,True,False,True,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
51,356,False,False,False,True,False,False,False,True,False,False,True,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
52,175,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
53,24,True,False,False,False,True,True,False,True,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
54,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
55,37,False,False,False,False,False,True,False,False,False,False,False,True,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
56,130,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
57,77,False,False,True,False,True,True,False,True,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
58,222,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
59,95,True,True,False,False,True,False,False,True,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
60,262,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
61,358,True,False,True,False,False,False,False,False,False,False,False,False,True,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
62,51,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
63,48,False,False,False,False,False,False,False,False,False,False,True,False,False,True,Lundi-00-02h,NON,Lundi,2020-03-23 00
64,60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
65,82,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
66,179,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
67,347,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
68,62,True,True,False,False,False,True,False,False,False,False,True,False,True,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
69,231,False,False,False,False,False,True,True,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
70,183,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
71,345,True,False,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
72,349,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
73,321,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
74,307,False,True,False,False,False,True,False,False,False,False,True,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
75,89,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
76,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
77,330,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
78,134,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
79,206,False,True,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
80,305,True,False,False,False,True,True,False,True,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
81,122,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
82,79,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
83,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
84,332,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
85,67,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
86,136,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
87,342,False,True,False,True,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
88,141,False,False,False,False,True,True,False,True,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
89,181,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
90,361,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
91,274,False,False,False,False,True,True,False,False,False,True,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
92,54,False,False,False,False,True,True,False,False,False,True,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
93,243,True,False,True,False,False,False,False,True,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
94,47,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
95,55,True,False,False,False,True,True,False,True,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
96,309,False,False,False,False,False,True,False,False,True,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
97,171,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
98,28,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
99,225,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
100,276,False,True,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
101,98,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
102,131,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
103,140,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
104,111,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
105,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
106,272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
107,86,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
108,366,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
109,113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
110,83,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
111,212,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
112,40,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
113,166,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
114,362,True,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
115,233,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
116,167,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
117,213,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
118,238,True,False,True,False,False,True,True,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
119,239,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
120,26,False,True,False,False,False,True,False,False,False,False,True,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
121,25,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
122,78,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
123,32,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
124,199,False,False,False,False,False,True,False,False,True,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
125,162,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
126,147,False,True,False,False,False,False,True,False,False,False,True,False,True,True,Lundi-00-02h,NON,Lundi,2020-03-23 00
127,364,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
128,207,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
129,293,False,True,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
130,336,True,True,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
131,224,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
132,161,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
133,232,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
134,277,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
135,186,False,False,False,False,False,True,False,False,False,False,False,True,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
136,33,False,False,True,False,False,True,False,False,False,False,False,False,True,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
137,205,True,False,True,False,True,False,False,True,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
138,218,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
139,283,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
140,64,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
141,119,True,False,True,False,False,False,False,True,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
142,246,False,False,False,False,False,True,True,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
143,74,True,False,False,False,False,True,True,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
144,163,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
145,289,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
146,87,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
147,294,True,False,False,False,True,True,False,True,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
148,214,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
149,284,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
150,192,True,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
151,71,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
152,273,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
153,304,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
154,44,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
155,5,False,False,False,False,False,True,False,False,True,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
156,335,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
157,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
158,216,False,True,False,False,False,True,True,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
159,328,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
160,202,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
161,275,True,True,False,False,False,True,False,False,False,False,True,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
162,201,False,True,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
163,317,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
164,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
165,200,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
166,258,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
167,158,False,True,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
168,338,False,False,False,False,False,True,False,False,False,False,False,True,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
169,314,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
170,193,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
171,215,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
172,95,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
173,265,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
174,344,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
175,271,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
176,4,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
177,234,False,False,False,False,False,True,False,True,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
178,121,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
179,16,False,False,False,False,True,False,False,True,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
180,101,False,False,False,False,True,True,False,True,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
181,339,True,True,False,False,False,False,False,True,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
182,46,False,False,False,False,True,True,False,True,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
183,108,False,False,False,False,False,True,False,False,True,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
184,221,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
185,196,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
186,327,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
187,58,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
188,300,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
189,41,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
190,42,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
191,178,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
192,353,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
193,69,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
194,270,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
195,337,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
196,84,False,False,False,False,False,True,False,False,True,True,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
197,191,False,False,False,False,False,True,False,False,False,False,False,True,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
198,146,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
199,148,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
200,250,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
201,226,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
202,114,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
203,160,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
204,63,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
205,260,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
206,223,False,True,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
207,155,False,False,True,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
208,100,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
209,173,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
210,36,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
211,75,True,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
212,198,False,False,False,False,False,True,False,False,False,False,False,True,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
213,251,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
214,117,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
215,350,True,False,False,False,False,True,False,False,False,True,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
216,17,True,True,False,False,False,True,False,False,False,False,True,False,True,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
217,255,False,False,False,False,True,True,False,False,False,False,False,True,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
218,68,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
219,91,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
220,292,True,False,True,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
221,17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
222,319,True,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
223,322,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
224,81,False,False,False,False,True,True,False,False,False,False,False,False,True,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
225,266,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
226,143,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
227,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
228,73,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
229,97,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
230,154,True,True,False,False,False,True,False,False,False,False,True,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
231,132,False,True,False,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
232,301,False,False,True,False,True,True,False,False,False,False,False,False,False,False,Lundi-00-02h,OUI,Lundi,2020-03-23 00
233,329,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Lundi-00-02h,NON,Lundi,2020-03-23 00
