Alpha 1 Matin:CI:08h - 16h
Alpha 1 Matin:CH:08h - 16h
Alpha 1 Matin:PSE2:08h - 16h
Alpha 2 Matin:CI:08h - 16h
Alpha 2 Matin:CH:08h - 16h
Alpha 2 Matin:PSE2:08h - 16h
Alpha 1 Après-midi:CI:16h - 00h
Alpha 1 Après-midi:CH:16h - 00h
Alpha 1 Après-midi:PSE2:16h - 00h
Alpha 2 Après-midi:CI:16h - 00h
Alpha 2 Après-midi:CH:16h - 00h
Alpha 2 Après-midi:PSE2:16h - 00h
Régul. SAMU Matin - équipe 1:TSA:08h - 16h
Régul. SAMU Matin - équipe 2:TSA:08h - 16h
Régul. SAMU Matin - équipe 2:OPR:08h - 16h
Régul. SAMU Après-midi - équipe 1:TSA:16h - 00h
Régul. SAMU Après-midi - équipe 2:TSA:16h - 00h
Régul. SAMU Après-midi - équipe 2:OPR:16h - 00h
Renfort Associatif COVIAD:PSE2:20h - 00h
VL UMS 1:CI:10h - 20h
VL UMS 1:PSE 1 > préférence PSE2:10h - 20h
VL UMS 1:PSE2:10h - 20h
VL UMS 2:CI:10h - 20h
VL UMS 2:PSE 1 > préférence PSE2:10h - 20h
VL UMS 2:PSE2:10h - 20h
Appui à la logistique matin:hors compétence logistique:08h45 - 13h45
Appui à la logistique matin:hors compétence logistique:08h45 - 13h45
Appui à la logistique matin:hors compétence logistique:08h45 - 13h45
Appui à la logistique matin:hors compétence logistique:08h45 - 13h45
Appui à la logistique après-midi:hors compétence logistique:13h45 - 17h00
Appui à la logistique après-midi:hors compétence logistique:13h45 - 17h00
Appui à la logistique après-midi:hors compétence logistique:13h45 - 17h00
Appui à la logistique après-midi:hors compétence logistique:13h45 - 17h00
Conciergerie Etablissement :bénévole 1 CH:13h30 - 17h30
Conciergerie Etablissement :bénévole 2:13h30 - 17h30
CAD - réponse tél rue Chardin - matin:bénévole 1:8h45 - 15h15
CAD - réponse tél rue Chardin - matin:bénévole 2:8h45 - 15h15
CAD - réponse tél rue Chardin - matin:bénévole 3:8h45 - 15h15
CAD - réponse tél rue Chardin - ap.-midi:bénévole 1:15h00 - 21h00
CAD - réponse tél rue Chardin - ap.-midi:bénévole 2:15h00 - 21h00
CAD - réponse tél rue Chardin - ap.-midi:bénévole 3:15h00 - 21h00
Appui à la logistique Conciergerie à domicile:bénévole 1:08h45 - 13h00
Appui à la logistique Conciergerie à domicile:bénévole 2:13h45 - 17h00
